dt_iso,temp,humidity,wind_speed,clouds_all,pressure,dew_point
2019-12-08 16:00:00 +0000 UTC,283.2,73,2.1,0,1019,278.59
2019-12-08 17:00:00 +0000 UTC,282.46,77,2.1,0,1020,278.64
2019-12-08 18:00:00 +0000 UTC,282.27,78,1.0,40,1020,278.64
2019-12-08 19:00:00 +0000 UTC,281.59,81,0.5,0,1020,278.52
2019-12-08 20:00:00 +0000 UTC,280.84,81,0.5,0,1019,277.79
2019-12-08 21:00:00 +0000 UTC,280.0,86,2.1,20,1019,277.82
2019-12-08 22:00:00 +0000 UTC,278.88,90,3.1,0,1019,277.37
2019-12-08 23:00:00 +0000 UTC,279.06,86,2.6,0,1019,276.9
2019-12-09 00:00:00 +0000 UTC,278.38,92,2.6,0,1019,277.19
2019-12-09 01:00:00 +0000 UTC,278.32,92,1.0,0,1019,277.13
2019-12-09 02:00:00 +0000 UTC,277.44,92,2.1,0,1018,276.26
2019-12-09 03:00:00 +0000 UTC,277.95,92,2.6,0,1018,276.76
2019-12-09 04:00:00 +0000 UTC,278.01,92,2.1,0,1018,276.82
2019-12-09 05:00:00 +0000 UTC,277.71,92,1.5,20,1018,276.52
2019-12-09 06:00:00 +0000 UTC,278.86,95,0.5,20,1018,278.12
2019-12-09 07:00:00 +0000 UTC,280.2,96,1.0,20,1018,279.61
2019-12-09 08:00:00 +0000 UTC,283.51,82,2.1,20,1018,280.57
2019-12-09 09:00:00 +0000 UTC,284.59,71,2.1,20,1018,279.52
2019-12-09 10:00:00 +0000 UTC,285.23,69,2.6,0,1017,279.72
2019-12-09 11:00:00 +0000 UTC,285.7,65,2.1,0,1016,279.31
2019-12-09 12:00:00 +0000 UTC,285.7,64,2.6,0,1016,279.08
2019-12-09 13:00:00 +0000 UTC,285.79,60,2.1,0,1015,278.24
2019-12-09 14:00:00 +0000 UTC,284.57,67,2.1,0,1015,278.67
2019-12-09 15:00:00 +0000 UTC,283.51,69,1.0,0,1015,278.08
2019-12-09 16:00:00 +0000 UTC,281.82,76,0.5,0,1015,277.83
2019-12-09 17:00:00 +0000 UTC,281.11,79,1.5,0,1015,277.7
2019-12-09 18:00:00 +0000 UTC,279.98,83,1.5,0,1015,277.3
2019-12-09 19:00:00 +0000 UTC,280.89,80,1.5,0,1015,277.66
2019-12-09 20:00:00 +0000 UTC,283.4,60,5.7,0,1014,275.99
2019-12-09 21:00:00 +0000 UTC,283.31,62,5.1,0,1014,276.36
2019-12-09 22:00:00 +0000 UTC,282.05,71,1.5,0,1014,277.08
2019-12-09 23:00:00 +0000 UTC,279.43,86,0.0,0,1014,277.26
2019-12-10 00:00:00 +0000 UTC,278.56,91,2.1,0,1014,277.21
2019-12-10 01:00:00 +0000 UTC,278.06,93,3.1,0,1013,277.02
2019-12-10 02:00:00 +0000 UTC,278.27,93,2.6,0,1013,277.23
2019-12-10 03:00:00 +0000 UTC,278.14,93,2.1,0,1013,277.1
2019-12-10 04:00:00 +0000 UTC,279.31,84,1.5,0,1013,276.81
2019-12-10 05:00:00 +0000 UTC,282.28,64,4.6,0,1013,275.84
2019-12-10 06:00:00 +0000 UTC,281.93,73,2.1,0,1014,277.36
2019-12-10 07:00:00 +0000 UTC,283.13,70,2.1,0,1014,277.92
2019-12-10 08:00:00 +0000 UTC,284.66,66,2.1,0,1014,278.54
2019-12-10 09:00:00 +0000 UTC,285.8,54,5.1,20,1014,276.74
2019-12-10 10:00:00 +0000 UTC,286.51,52,5.1,0,1013,276.87
2019-12-10 11:00:00 +0000 UTC,286.67,51,5.1,0,1013,276.74
2019-12-10 12:00:00 +0000 UTC,286.89,50,4.1,0,1013,276.66
2019-12-10 13:00:00 +0000 UTC,286.93,54,5.7,0,1013,277.79
2019-12-10 14:00:00 +0000 UTC,286.51,51,2.6,0,1013,276.59
2019-12-10 15:00:00 +0000 UTC,284.56,61,2.6,0,1013,277.31
2019-12-10 16:00:00 +0000 UTC,284.14,64,2.6,0,1013,277.6
2019-12-10 17:00:00 +0000 UTC,283.45,69,3.1,0,1014,278.02
2019-12-10 18:00:00 +0000 UTC,282.91,68,2.1,0,1014,277.29
2019-12-10 19:00:00 +0000 UTC,283.24,63,3.1,0,1014,276.52
2019-12-10 20:00:00 +0000 UTC,282.37,68,2.6,0,1014,276.78
2019-12-10 21:00:00 +0000 UTC,281.15,73,3.1,0,1014,276.61
2019-12-10 22:00:00 +0000 UTC,280.98,74,2.1,0,1014,276.64
2019-12-10 23:00:00 +0000 UTC,280.06,82,2.6,0,1014,277.2
2019-12-11 00:00:00 +0000 UTC,279.27,80,2.6,0,1015,276.08
2019-12-11 01:00:00 +0000 UTC,278.69,81,3.1,0,1014,275.69
2019-12-11 02:00:00 +0000 UTC,279.69,77,3.6,0,1014,275.95
2019-12-11 03:00:00 +0000 UTC,279.42,74,2.6,0,1014,275.13
2019-12-11 04:00:00 +0000 UTC,279.9,72,2.6,0,1014,275.21
2019-12-11 05:00:00 +0000 UTC,279.53,69,3.6,0,1014,274.27
2019-12-11 06:00:00 +0000 UTC,280.22,67,3.6,0,1015,274.52
2019-12-11 07:00:00 +0000 UTC,282.59,63,5.1,0,1014,275.91
2019-12-11 08:00:00 +0000 UTC,284.5,54,4.6,0,1015,275.54
2019-12-11 09:00:00 +0000 UTC,285.42,53,6.2,20,1014,276.13
2019-12-11 10:00:00 +0000 UTC,285.74,58,7.7,0,1012,277.7
2019-12-11 11:00:00 +0000 UTC,286.78,52,4.6,0,1013,277.12
2019-12-11 12:00:00 +0000 UTC,286.08,59,6.7,75,1012,278.27
2019-12-11 13:00:00 +0000 UTC,285.83,62,5.7,75,1012,278.75
2019-12-11 14:00:00 +0000 UTC,285.38,68,3.6,75,1012,279.65
2019-12-11 15:00:00 +0000 UTC,284.81,77,4.6,75,1012,280.92
2019-12-11 16:00:00 +0000 UTC,284.83,77,5.1,75,1012,280.94
2019-12-11 17:00:00 +0000 UTC,284.9,74,6.2,75,1012,280.42
2019-12-11 18:00:00 +0000 UTC,284.97,72,5.1,75,1012,280.09
2019-12-11 19:00:00 +0000 UTC,284.7,70,5.1,75,1012,279.42
2019-12-11 20:00:00 +0000 UTC,284.64,70,4.1,40,1012,279.37
2019-12-11 21:00:00 +0000 UTC,284.59,69,4.1,20,1011,279.11
2019-12-11 22:00:00 +0000 UTC,284.02,74,3.1,0,1011,279.58
2019-12-11 23:00:00 +0000 UTC,283.95,73,3.1,0,1010,279.31
2019-12-12 00:00:00 +0000 UTC,282.8,79,3.6,40,1010,279.34
2019-12-12 01:00:00 +0000 UTC,283.22,80,4.1,0,1009,279.93
2019-12-12 02:00:00 +0000 UTC,282.13,84,3.1,0,1009,279.58
2019-12-12 03:00:00 +0000 UTC,282.92,84,3.6,40,1008,280.35
2019-12-12 04:00:00 +0000 UTC,283.57,86,4.1,0,1008,281.33
2019-12-12 05:00:00 +0000 UTC,283.26,88,3.1,0,1008,281.36
2019-12-12 06:00:00 +0000 UTC,283.47,88,3.6,40,1008,281.57
2019-12-12 07:00:00 +0000 UTC,284.05,88,3.1,40,1008,282.14
2019-12-12 08:00:00 +0000 UTC,285.61,87,4.1,20,1008,283.51
2019-12-12 09:00:00 +0000 UTC,286.94,78,4.6,20,1008,283.18
2019-12-12 10:00:00 +0000 UTC,287.83,74,4.1,40,1007,283.25
2019-12-12 11:00:00 +0000 UTC,288.46,67,4.6,40,1007,282.38
2019-12-12 12:00:00 +0000 UTC,288.01,68,4.6,40,1006,282.17
2019-12-12 13:00:00 +0000 UTC,288.08,72,4.6,75,1006,283.08
2019-12-12 14:00:00 +0000 UTC,287.1,77,4.1,75,1006,283.14
2019-12-12 15:00:00 +0000 UTC,286.64,80,4.1,40,1006,283.26
2019-12-12 16:00:00 +0000 UTC,286.12,83,4.1,75,1006,283.3
2019-12-12 17:00:00 +0000 UTC,285.98,87,4.6,75,1006,283.87
2019-12-12 18:00:00 +0000 UTC,285.57,89,3.1,40,1006,283.81
2019-12-12 19:00:00 +0000 UTC,285.69,86,1.5,75,1006,283.41
2019-12-12 20:00:00 +0000 UTC,285.07,90,1.5,75,1006,283.48
2019-12-12 21:00:00 +0000 UTC,284.98,91,1.5,40,1006,283.56
2019-12-12 22:00:00 +0000 UTC,285.05,90,2.6,75,1006,283.46
2019-12-12 23:00:00 +0000 UTC,284.95,91,2.6,75,1005,283.53
2019-12-13 00:00:00 +0000 UTC,284.2,92,1.0,40,1006,282.95
2019-12-13 01:00:00 +0000 UTC,284.2,96,1.0,75,1005,283.59
2019-12-13 02:00:00 +0000 UTC,284.26,92,2.1,75,1005,283.01
2019-12-13 03:00:00 +0000 UTC,284.26,96,0.5,40,1005,283.65
2019-12-13 04:00:00 +0000 UTC,284.82,88,4.1,75,1005,282.9
2019-12-13 05:00:00 +0000 UTC,284.43,86,2.1,75,1005,282.18
2019-12-13 06:00:00 +0000 UTC,283.99,92,3.1,40,1005,282.74
2019-12-13 07:00:00 +0000 UTC,284.94,86,3.1,75,1005,282.68
2019-12-13 08:00:00 +0000 UTC,285.51,86,3.1,40,1006,283.24
2019-12-13 09:00:00 +0000 UTC,286.68,80,2.6,40,1005,283.3
2019-12-13 10:00:00 +0000 UTC,287.45,75,2.6,75,1005,283.08
2019-12-13 11:00:00 +0000 UTC,287.71,73,2.6,75,1004,282.93
2019-12-13 12:00:00 +0000 UTC,288.67,65,2.1,40,1003,282.13
2019-12-13 13:00:00 +0000 UTC,288.01,66,2.1,0,1003,281.72
2019-12-13 14:00:00 +0000 UTC,287.57,69,2.1,0,1003,281.96
2019-12-13 15:00:00 +0000 UTC,287.13,70,2.1,40,1003,281.75
2019-12-13 16:00:00 +0000 UTC,286.27,74,1.5,75,1003,281.75
2019-12-13 17:00:00 +0000 UTC,286.47,77,2.6,75,1003,282.53
2019-12-13 18:00:00 +0000 UTC,285.92,83,4.1,40,1003,283.11
2019-12-13 19:00:00 +0000 UTC,285.32,85,4.6,75,1003,282.88
2019-12-13 20:00:00 +0000 UTC,285.3,86,3.6,75,1003,283.03
2019-12-13 21:00:00 +0000 UTC,285.2,87,4.6,40,1003,283.11
2019-12-13 22:00:00 +0000 UTC,285.65,83,6.7,75,1002,282.84
2019-12-13 23:00:00 +0000 UTC,285.61,83,5.1,75,1002,282.81
2019-12-14 00:00:00 +0000 UTC,285.04,86,4.1,40,1002,282.78
2019-12-14 01:00:00 +0000 UTC,284.86,87,3.6,0,1002,282.77
2019-12-14 02:00:00 +0000 UTC,284.54,88,3.1,20,1002,282.63
2019-12-14 03:00:00 +0000 UTC,285.11,78,4.6,20,1002,281.4
2019-12-14 04:00:00 +0000 UTC,285.25,77,3.1,40,1002,281.35
2019-12-14 05:00:00 +0000 UTC,285.46,75,3.6,0,1002,281.16
2019-12-14 06:00:00 +0000 UTC,285.24,74,2.6,20,1003,280.75
2019-12-14 07:00:00 +0000 UTC,286.41,69,4.1,0,1003,280.85
2019-12-14 08:00:00 +0000 UTC,288.12,63,4.6,0,1003,281.14
2019-12-14 09:00:00 +0000 UTC,289.31,58,4.6,0,1003,281.05
2019-12-14 10:00:00 +0000 UTC,290.14,51,4.6,0,1002,279.94
2019-12-14 11:00:00 +0000 UTC,290.88,48,4.1,0,1002,279.74
2019-12-14 12:00:00 +0000 UTC,291.43,45,3.6,0,1002,279.31
2019-12-14 13:00:00 +0000 UTC,291.14,49,4.1,0,1002,280.28
2019-12-14 14:00:00 +0000 UTC,290.65,49,3.1,0,1002,279.83
2019-12-14 15:00:00 +0000 UTC,289.32,54,2.6,40,1003,280.02
2019-12-14 16:00:00 +0000 UTC,289.31,51,3.6,0,1003,279.18
2019-12-14 17:00:00 +0000 UTC,288.73,54,3.6,0,1004,279.47
2019-12-14 18:00:00 +0000 UTC,288.09,56,3.6,0,1005,279.4
2019-12-14 19:00:00 +0000 UTC,286.44,61,2.1,0,1005,279.09
2019-12-14 20:00:00 +0000 UTC,284.47,76,2.6,0,1006,280.4
2019-12-14 21:00:00 +0000 UTC,284.87,70,2.6,0,1007,279.59
2019-12-14 22:00:00 +0000 UTC,283.69,81,3.1,0,1008,280.57
2019-12-14 23:00:00 +0000 UTC,283.19,81,0.0,0,1008,280.08
2019-12-15 00:00:00 +0000 UTC,284.16,76,1.5,40,1009,280.1
2019-12-15 01:00:00 +0000 UTC,284.77,72,1.5,0,1010,279.9
2019-12-15 02:00:00 +0000 UTC,284.19,77,2.1,0,1011,280.32
2019-12-15 03:00:00 +0000 UTC,283.63,79,1.5,20,1012,280.15
2019-12-15 04:00:00 +0000 UTC,286.96,67,1.5,0,1013,280.95
2019-12-15 05:00:00 +0000 UTC,284.97,79,1.0,0,1014,281.45
2019-12-15 06:00:00 +0000 UTC,285.98,80,3.1,40,1015,282.62
2019-12-15 07:00:00 +0000 UTC,286.37,84,4.1,75,1016,283.73
2019-12-15 08:00:00 +0000 UTC,287.22,77,3.6,75,1017,283.25
2019-12-15 09:00:00 +0000 UTC,286.96,74,5.7,40,1019,282.41
2019-12-15 10:00:00 +0000 UTC,285.48,86,4.1,75,1020,283.21
2019-12-15 11:00:00 +0000 UTC,285.13,83,1.5,75,1020,282.34
2019-12-15 12:00:00 +0000 UTC,285.7,78,1.0,40,1020,281.97
2019-12-15 13:00:00 +0000 UTC,286.16,74,2.1,0,1021,281.64
2019-12-15 14:00:00 +0000 UTC,286.2,66,4.1,0,1021,280.0
2019-12-15 15:00:00 +0000 UTC,284.54,77,2.1,40,1022,280.66
2019-12-15 16:00:00 +0000 UTC,283.14,83,1.0,0,1023,280.39
2019-12-15 17:00:00 +0000 UTC,282.3,88,1.5,0,1023,280.42
2019-12-15 18:00:00 +0000 UTC,282.06,88,1.0,0,1024,280.18
2019-12-15 19:00:00 +0000 UTC,281.39,87,0.5,0,1024,279.36
2019-12-15 20:00:00 +0000 UTC,281.22,92,1.5,0,1025,280.0
2019-12-15 21:00:00 +0000 UTC,280.42,92,1.0,0,1025,279.21
2019-12-15 22:00:00 +0000 UTC,279.51,92,1.0,0,1025,278.31
2019-12-15 23:00:00 +0000 UTC,280.05,97,1.0,0,1025,279.61
2019-12-16 00:00:00 +0000 UTC,279.28,95,1.5,0,1026,278.54
2019-12-16 01:00:00 +0000 UTC,278.55,97,2.1,0,1026,278.11
2019-12-16 02:00:00 +0000 UTC,279.09,92,1.5,0,1026,277.89
2019-12-16 03:00:00 +0000 UTC,278.19,91,1.0,20,1026,276.84
2019-12-16 04:00:00 +0000 UTC,281.07,95,3.1,0,1026,280.32
2019-12-16 05:00:00 +0000 UTC,279.29,87,0.5,0,1026,277.29
2019-12-16 06:00:00 +0000 UTC,280.23,94,1.0,0,1027,279.33
2019-12-16 07:00:00 +0000 UTC,282.57,87,1.5,0,1027,280.52
2019-12-16 08:00:00 +0000 UTC,285.51,74,2.6,0,1027,281.01
2019-12-16 09:00:00 +0000 UTC,286.41,70,2.6,0,1027,281.06
2019-12-16 10:00:00 +0000 UTC,287.35,67,2.6,0,1027,281.32
2019-12-16 11:00:00 +0000 UTC,287.72,66,5.1,0,1026,281.45
2019-12-16 12:00:00 +0000 UTC,288.12,65,5.1,0,1026,281.6
2019-12-16 13:00:00 +0000 UTC,288.08,64,3.6,0,1026,281.34
2019-12-16 14:00:00 +0000 UTC,287.02,69,2.6,0,1026,281.44
2019-12-16 15:00:00 +0000 UTC,285.3,77,1.5,0,1026,281.39
2019-12-16 16:00:00 +0000 UTC,283.8,84,1.0,0,1026,281.21
2019-12-16 17:00:00 +0000 UTC,283.51,84,1.0,0,1026,280.93
2019-12-16 18:00:00 +0000 UTC,282.98,86,1.0,0,1026,280.75
2019-12-16 19:00:00 +0000 UTC,282.07,87,1.0,0,1026,280.03
2019-12-16 20:00:00 +0000 UTC,281.25,91,1.0,0,1026,279.87
2019-12-16 21:00:00 +0000 UTC,282.44,88,1.0,0,1026,280.56
2019-12-16 22:00:00 +0000 UTC,281.25,86,1.0,0,1026,279.05
2019-12-16 23:00:00 +0000 UTC,282.58,88,2.6,0,1025,280.7
2019-12-17 00:00:00 +0000 UTC,283.53,78,3.1,0,1025,279.87
2019-12-17 01:00:00 +0000 UTC,283.28,77,5.1,0,1025,279.44
2019-12-17 02:00:00 +0000 UTC,283.55,76,4.1,0,1025,279.51
2019-12-17 03:00:00 +0000 UTC,283.18,77,4.1,0,1025,279.34
2019-12-17 04:00:00 +0000 UTC,283.49,75,4.1,0,1025,279.26
2019-12-17 05:00:00 +0000 UTC,281.9,86,2.1,0,1026,279.69
2019-12-17 06:00:00 +0000 UTC,281.95,86,1.5,0,1026,279.74
2019-12-17 07:00:00 +0000 UTC,285.2,74,2.1,0,1026,280.71
2019-12-17 08:00:00 +0000 UTC,286.43,67,5.1,0,1027,280.44
2019-12-17 09:00:00 +0000 UTC,287.51,62,4.6,0,1027,280.33
2019-12-17 10:00:00 +0000 UTC,288.09,57,5.7,0,1026,279.65
2019-12-17 11:00:00 +0000 UTC,288.39,57,5.1,0,1025,279.94
2019-12-17 12:00:00 +0000 UTC,288.52,59,4.1,0,1025,280.56
2019-12-17 13:00:00 +0000 UTC,288.33,60,3.1,0,1025,280.63
2019-12-17 14:00:00 +0000 UTC,287.89,65,4.1,0,1025,281.39
2019-12-17 15:00:00 +0000 UTC,286.31,71,1.5,0,1025,281.18
2019-12-17 16:00:00 +0000 UTC,285.76,73,2.1,0,1026,281.05
2019-12-17 17:00:00 +0000 UTC,285.46,69,1.5,0,1026,279.94
2019-12-17 18:00:00 +0000 UTC,285.13,73,1.5,0,1026,280.45
2019-12-17 19:00:00 +0000 UTC,285.25,70,3.6,0,1026,279.95
2019-12-17 20:00:00 +0000 UTC,284.82,71,3.6,0,1026,279.74
2019-12-17 21:00:00 +0000 UTC,284.59,75,4.1,0,1027,280.32
2019-12-17 22:00:00 +0000 UTC,284.6,72,5.1,0,1026,279.74
2019-12-17 23:00:00 +0000 UTC,283.83,79,5.1,0,1026,280.34
2019-12-18 00:00:00 +0000 UTC,284.06,76,5.1,0,1027,280.0
2019-12-18 01:00:00 +0000 UTC,283.75,77,5.1,0,1027,279.89
2019-12-18 02:00:00 +0000 UTC,283.92,78,5.7,0,1027,280.24
2019-12-18 03:00:00 +0000 UTC,283.72,80,5.7,0,1027,280.42
2019-12-18 04:00:00 +0000 UTC,284.77,76,5.7,0,1027,280.69
2019-12-18 05:00:00 +0000 UTC,284.47,80,4.1,0,1027,281.15
2019-12-18 06:00:00 +0000 UTC,285.06,77,6.2,0,1027,281.16
2019-12-18 07:00:00 +0000 UTC,286.13,70,6.2,0,1028,280.79
2019-12-18 08:00:00 +0000 UTC,286.81,71,6.7,0,1028,281.66
2019-12-18 09:00:00 +0000 UTC,287.87,64,6.7,0,1028,281.14
2019-12-18 10:00:00 +0000 UTC,288.27,63,6.2,0,1027,281.29
2019-12-18 11:00:00 +0000 UTC,288.4,66,5.7,0,1027,282.1
2019-12-18 12:00:00 +0000 UTC,288.32,65,5.1,0,1027,281.79
2019-12-18 13:00:00 +0000 UTC,288.35,69,4.1,0,1027,282.71
2019-12-18 14:00:00 +0000 UTC,287.81,69,4.1,0,1027,282.19
2019-12-18 15:00:00 +0000 UTC,286.63,76,3.6,0,1027,282.49
2019-12-18 16:00:00 +0000 UTC,286.2,78,4.1,0,1027,282.46
2019-12-18 17:00:00 +0000 UTC,286.13,74,3.6,0,1028,281.61
2019-12-18 18:00:00 +0000 UTC,286.4,70,4.6,0,1028,281.05
2019-12-18 19:00:00 +0000 UTC,285.65,74,4.6,0,1029,281.15
2019-12-18 20:00:00 +0000 UTC,285.22,77,4.6,0,1028,281.32
2019-12-18 21:00:00 +0000 UTC,284.9,78,4.1,0,1028,281.2
2019-12-18 22:00:00 +0000 UTC,284.9,74,5.1,0,1028,280.42
2019-12-18 23:00:00 +0000 UTC,284.26,80,5.1,0,1028,280.94
2019-12-19 00:00:00 +0000 UTC,284.91,80,5.1,0,1029,281.58
2019-12-19 01:00:00 +0000 UTC,284.72,83,3.1,0,1029,281.94
2019-12-19 02:00:00 +0000 UTC,284.8,77,4.1,0,1029,280.91
2019-12-19 03:00:00 +0000 UTC,284.86,75,5.7,0,1029,280.58
2019-12-19 04:00:00 +0000 UTC,284.65,78,5.7,0,1029,280.95
2019-12-19 05:00:00 +0000 UTC,284.49,79,4.6,0,1030,280.98
2019-12-19 06:00:00 +0000 UTC,284.68,76,3.6,0,1030,280.6
2019-12-19 07:00:00 +0000 UTC,285.79,71,3.1,0,1030,280.68
2019-12-19 08:00:00 +0000 UTC,287.44,66,3.6,0,1031,281.18
2019-12-19 09:00:00 +0000 UTC,287.94,65,3.1,0,1030,281.43
2019-12-19 10:00:00 +0000 UTC,288.66,63,3.1,0,1029,281.65
2019-12-19 11:00:00 +0000 UTC,289.14,62,3.6,0,1029,281.87
2019-12-19 12:00:00 +0000 UTC,288.67,64,3.6,0,1028,281.9
2019-12-19 13:00:00 +0000 UTC,288.11,68,2.6,0,1028,282.26
2019-12-19 14:00:00 +0000 UTC,287.73,68,1.5,40,1028,281.9
2019-12-19 15:00:00 +0000 UTC,286.33,66,2.1,0,1028,280.13
2019-12-19 16:00:00 +0000 UTC,285.52,75,1.0,0,1028,281.22
2019-12-19 17:00:00 +0000 UTC,284.05,80,1.0,0,1028,280.74
2019-12-19 18:00:00 +0000 UTC,283.55,82,1.0,0,1028,280.61
2019-12-19 19:00:00 +0000 UTC,283.73,84,1.5,0,1028,281.14
2019-12-19 20:00:00 +0000 UTC,284.36,86,1.5,0,1028,282.11
2019-12-19 21:00:00 +0000 UTC,282.41,88,0.5,0,1028,280.53
2019-12-19 22:00:00 +0000 UTC,284.17,79,2.1,0,1027,280.67
2019-12-19 23:00:00 +0000 UTC,282.04,85,1.0,0,1026,279.66
2019-12-20 00:00:00 +0000 UTC,282.16,87,1.0,0,1026,280.11
2019-12-20 01:00:00 +0000 UTC,281.4,85,1.0,0,1026,279.03
2019-12-20 02:00:00 +0000 UTC,280.84,89,1.5,0,1026,279.14
2019-12-20 03:00:00 +0000 UTC,281.56,86,1.5,0,1025,279.36
2019-12-20 04:00:00 +0000 UTC,281.88,86,0.5,0,1025,279.67
2019-12-20 05:00:00 +0000 UTC,281.27,87,0.5,0,1025,279.24
2019-12-20 06:00:00 +0000 UTC,281.88,86,1.0,0,1025,279.67
2019-12-20 07:00:00 +0000 UTC,283.84,80,2.6,0,1025,280.54
2019-12-20 08:00:00 +0000 UTC,285.71,69,3.6,0,1025,280.18
2019-12-20 09:00:00 +0000 UTC,287.29,67,3.6,0,1024,281.26
2019-12-20 10:00:00 +0000 UTC,287.88,63,5.7,0,1023,280.92
2019-12-20 11:00:00 +0000 UTC,287.89,67,5.1,0,1022,281.83
2019-12-20 12:00:00 +0000 UTC,288.18,67,5.7,0,1022,282.11
2019-12-20 13:00:00 +0000 UTC,287.92,69,5.1,0,1022,282.3
2019-12-20 14:00:00 +0000 UTC,287.02,73,3.6,0,1021,282.27
2019-12-20 15:00:00 +0000 UTC,286.48,74,4.6,0,1021,281.95
2019-12-20 16:00:00 +0000 UTC,286.8,75,4.6,0,1021,282.46
2019-12-20 17:00:00 +0000 UTC,286.75,72,5.1,0,1021,281.8
2019-12-20 18:00:00 +0000 UTC,286.24,76,5.1,20,1021,282.11
2019-12-20 19:00:00 +0000 UTC,286.13,73,6.2,0,1020,281.41
2019-12-20 20:00:00 +0000 UTC,286.46,77,5.7,0,1020,282.52
2019-12-20 21:00:00 +0000 UTC,286.44,77,5.1,0,1020,282.5
2019-12-20 22:00:00 +0000 UTC,286.45,77,6.7,0,1019,282.51
2019-12-20 23:00:00 +0000 UTC,286.14,75,6.2,0,1019,281.82
2019-12-21 00:00:00 +0000 UTC,286.09,73,6.7,0,1018,281.37
2019-12-21 01:00:00 +0000 UTC,285.54,75,6.2,0,1019,281.24
2019-12-21 02:00:00 +0000 UTC,285.74,74,6.2,20,1018,281.23
2019-12-21 03:00:00 +0000 UTC,285.65,71,6.2,20,1018,280.54
2019-12-21 04:00:00 +0000 UTC,285.83,69,5.1,75,1017,280.3
2019-12-21 05:00:00 +0000 UTC,286.48,67,5.1,75,1017,280.49
2019-12-21 06:00:00 +0000 UTC,287.02,65,6.7,40,1017,280.56
2019-12-21 07:00:00 +0000 UTC,287.35,68,6.7,0,1017,281.54
2019-12-21 08:00:00 +0000 UTC,288.41,65,6.2,75,1017,281.88
2019-12-21 09:00:00 +0000 UTC,289.09,66,6.2,20,1017,282.75
2019-12-21 10:00:00 +0000 UTC,289.54,67,6.7,75,1015,283.4
2019-12-21 11:00:00 +0000 UTC,289.59,69,7.2,0,1015,283.89
2019-12-21 12:00:00 +0000 UTC,289.82,67,8.2,40,1014,283.67
2019-12-21 13:00:00 +0000 UTC,289.87,69,7.7,0,1014,284.16
2019-12-21 14:00:00 +0000 UTC,289.65,67,7.2,0,1013,283.51
2019-12-21 15:00:00 +0000 UTC,289.48,70,9.3,40,1013,284.0
2019-12-21 16:00:00 +0000 UTC,289.47,67,8.8,75,1012,283.34
2019-12-21 17:00:00 +0000 UTC,289.52,66,9.3,75,1012,283.16
2019-12-21 18:00:00 +0000 UTC,289.69,65,10.8,0,1012,283.09
2019-12-21 19:00:00 +0000 UTC,289.26,67,9.3,0,1012,283.14
2019-12-21 20:00:00 +0000 UTC,288.47,73,8.8,75,1012,283.66
2019-12-21 21:00:00 +0000 UTC,289.21,68,9.8,40,1012,283.31
2019-12-21 22:00:00 +0000 UTC,289.12,69,10.8,0,1011,283.44
2019-12-21 23:00:00 +0000 UTC,289.2,65,9.3,0,1011,282.63
2019-12-22 00:00:00 +0000 UTC,289.4,65,7.2,40,1011,282.82
2019-12-22 01:00:00 +0000 UTC,288.82,71,5.7,40,1010,283.58
2019-12-22 02:00:00 +0000 UTC,289.09,65,6.7,40,1010,282.52
2019-12-22 03:00:00 +0000 UTC,289.4,65,10.3,40,1009,282.82
2019-12-22 04:00:00 +0000 UTC,289.6,66,9.3,75,1010,283.24
2019-12-22 05:00:00 +0000 UTC,289.42,65,8.2,75,1010,282.84
2019-12-22 06:00:00 +0000 UTC,289.41,67,8.2,40,1010,283.28
2019-12-22 07:00:00 +0000 UTC,289.6,66,10.3,40,1009,283.24
2019-12-22 08:00:00 +0000 UTC,290.12,64,9.8,0,1008,283.27
2019-12-22 09:00:00 +0000 UTC,291.14,59,10.3,0,1008,283.02
2019-12-22 10:00:00 +0000 UTC,291.23,59,7.2,75,1007,283.1
2019-12-22 11:00:00 +0000 UTC,291.63,57,8.2,75,1007,282.96
2019-12-22 12:00:00 +0000 UTC,291.7,56,6.7,75,1007,282.76
2019-12-22 13:00:00 +0000 UTC,291.62,57,7.7,75,1006,282.95
2019-12-22 14:00:00 +0000 UTC,290.91,60,5.7,75,1006,283.05
2019-12-22 15:00:00 +0000 UTC,290.68,58,7.7,40,1005,282.33
2019-12-22 16:00:00 +0000 UTC,290.74,55,5.7,75,1004,281.6
2019-12-22 17:00:00 +0000 UTC,290.43,58,6.7,0,1004,282.1
2019-12-22 18:00:00 +0000 UTC,290.64,53,4.1,40,1003,280.97
2019-12-22 19:00:00 +0000 UTC,289.84,56,4.6,0,1003,281.03
2019-12-22 20:00:00 +0000 UTC,289.94,58,5.7,0,1003,281.64
2019-12-22 21:00:00 +0000 UTC,289.12,67,10.3,40,1003,283.0
2019-12-22 22:00:00 +0000 UTC,288.4,70,7.7,0,1001,282.97
2019-12-22 23:00:00 +0000 UTC,288.8,62,4.1,0,1000,281.55
2019-12-23 00:00:00 +0000 UTC,289.89,53,7.2,40,999,280.27
2019-12-23 01:00:00 +0000 UTC,289.46,56,5.7,75,999,280.68
2019-12-23 02:00:00 +0000 UTC,288.84,63,4.1,75,998,281.83
2019-12-23 03:00:00 +0000 UTC,288.82,63,3.1,40,997,281.81
2019-12-23 04:00:00 +0000 UTC,289.44,57,9.8,75,997,280.92
